question_bank_code,question_code,question_type_code,stem,options_json,answer_text,analysis_text
calculus_and_sequences_bank,calculus_and_sequences_bank_q020,calculation,已知 a_1=3，公差 d=2，求 a_5。,,11,等差数列通项 a_n=a_1+(n-1)d，所以 a_5=3+4×2=11。
calculus_and_sequences_bank,calculus_and_sequences_bank_q021,proof,证明：单调有界数列收敛。,,以单调递增且上有界为例，设上确界为 L。对任意 ε>0，因 L 为上确界，可取 N 使 a_N>L-ε；又对 n≥N 有 L-ε<a_n≤L，于是 |a_n-L|<ε，所以 a_n→L。,这是单调收敛定理的标准证明思路。
calculus_and_sequences_bank,calculus_and_sequences_bank_q022,proof,证明：若 f 在区间上可导且 f'(x)>0，则 f 在该区间单调递增。,,"任取 x1<x2，由中值定理，存在 ξ∈(x1,x2) 使 f(x2)-f(x1)=f'(ξ)(x2-x1)。由于 f'(ξ)>0 且 x2-x1>0，因此 f(x2)-f(x1)>0，故 f 递增。",这是用中值定理证明单调性的标准套路。
calculus_and_sequences_bank,calculus_and_sequences_bank_q023,formula_derivation,推导：等比数列前 n 项和公式。,,S_n=a_1+a_1q+...+a_1q^{n-1}，两边乘以 q 后相减，得 (1-q)S_n=a_1(1-q^n)，故 q≠1 时 S_n=a_1(1-q^n)/(1-q)。,这是等比求和最常见的推导。
calculus_and_sequences_bank,calculus_and_sequences_bank_q024,formula_derivation,推导：为什么分部积分公式是 ∫u dv=uv-∫v du。,,由乘积求导公式 (uv)' = u'v+uv'，两边积分得 uv=∫u'v+∫uv'，整理即可得到 ∫u dv=uv-∫v du。,分部积分本质上就是乘积求导的逆运算。
proof_and_logic_bank,proof_and_logic_bank_q001,single_choice,命题“若 P 则 Q”的逆命题是：,"[{""key"": ""A"", ""text"": ""若 Q 则 P""}, {""key"": ""B"", ""text"": ""若 非P 则 非Q""}, {""key"": ""C"", ""text"": ""若 非Q 则 非P""}, {""key"": ""D"", ""text"": ""P 且 Q""}]",A,逆命题把条件和结论对调。
proof_and_logic_bank,proof_and_logic_bank_q002,single_choice,命题“所有学生都通过考试”的否定是：,"[{""key"": ""A"", ""text"": ""所有学生都没通过""}, {""key"": ""B"", ""text"": ""有的学生通过，有的没通过""}, {""key"": ""C"", ""text"": ""至少有一个学生没通过""}, {""key"": ""D"", ""text"": ""没有学生通过""}]",C,全称命题的否定是“存在一个反例”。
proof_and_logic_bank,proof_and_logic_bank_q003,multiple_choice,下列哪种推理形式是有效的？,"[{""key"": ""A"", ""text"": ""肯定前件""}, {""key"": ""B"", ""text"": ""否定后件""}, {""key"": ""C"", ""text"": ""肯定后件""}, {""key"": ""D"", ""text"": ""否定前件""}]","A,B",肯定前件与否定后件都是常见有效推理形式。
proof_and_logic_bank,proof_and_logic_bank_q004,multiple_choice,下列关于命题逻辑的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""P→Q 与 ¬Q→¬P 等价""}, {""key"": ""B"", ""text"": ""P→Q 与 Q→P 等价""}, {""key"": ""C"", ""text"": ""P∧Q 与 Q∧P 等价""}, {""key"": ""D"", ""text"": ""P∨Q 与 P∧Q 等价""}]","A,C",A、C 正确。
proof_and_logic_bank,proof_and_logic_bank_q005,multiple_choice,下列关于量词的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""∀x(P∧Q) 等价于 ∀xP∧∀xQ""}, {""key"": ""B"", ""text"": ""∃x(P∨Q) 等价于 ∃xP∨∃xQ""}, {""key"": ""C"", ""text"": ""∀x∃y P(x,y) 的否定是 ∃x∀y ¬P(x,y)""}, {""key"": ""D"", ""text"": ""否定全称命题时量词不变""}]","A,B,C",A、B、C 正确；否定全称命题时量词要互换。
proof_and_logic_bank,proof_and_logic_bank_q006,multiple_choice,下列关于数学归纳法的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""要验证起始步骤""}, {""key"": ""B"", ""text"": ""要假设 n=k 时成立并推出 n=k+1""}, {""key"": ""C"", ""text"": ""只验证前几项就足够""}, {""key"": ""D"", ""text"": ""常用于证明整数命题""}]","A,B,D",C 不正确，前几项不是充分证明。
proof_and_logic_bank,proof_and_logic_bank_q007,multiple_choice,下列关于充分条件与必要条件的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""A 是 B 的充分条件，表示 A→B""}, {""key"": ""B"", ""text"": ""A 是 B 的必要条件，表示 B→A""}, {""key"": ""C"", ""text"": ""充分条件与必要条件可能同时成立""}, {""key"": ""D"", ""text"": ""“A 当且仅当 B”表示双向蕴含""}]","A,B,C,D",四项都正确。
proof_and_logic_bank,proof_and_logic_bank_q008,multiple_choice,下列关于集合与包含关系的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""A⊆B 且 B⊆A，则 A=B""}, {""key"": ""B"", ""text"": ""A⊆B 可推出 A∩B=A""}, {""key"": ""C"", ""text"": ""A⊆B 可推出 A∪B=B""}, {""key"": ""D"", ""text"": ""A∪B=A 则 A⊆B""}]","A,B,C",D 错，A∪B=A 说明 B⊆A。
proof_and_logic_bank,proof_and_logic_bank_q009,true_false,命题 P→Q 的逆否命题是 ¬Q→¬P。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,逆否命题与原命题等价。
proof_and_logic_bank,proof_and_logic_bank_q010,true_false,若一个命题为真，则它的逆命题也一定为真。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,原命题与逆命题不一定等价。
proof_and_logic_bank,proof_and_logic_bank_q011,true_false,“存在”命题的否定仍是“存在”命题。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,存在命题的否定是全称否定。
proof_and_logic_bank,proof_and_logic_bank_q012,true_false,数学归纳法适合证明与正整数有关的命题。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,这是它最常见的应用场景。
proof_and_logic_bank,proof_and_logic_bank_q013,short_answer,什么是“反证法”？,,先假设结论不成立，再从这个假设出发推出矛盾，因此原结论成立。,反证法的核心是“假设反面，推出矛盾”。
proof_and_logic_bank,proof_and_logic_bank_q014,short_answer,什么是“数学归纳法”的两个基本步骤？,,第一步验证 n=1 或起始值成立；第二步假设 n=k 成立，再证明 n=k+1 也成立。,归纳法的结构不能省略。
proof_and_logic_bank,proof_and_logic_bank_q015,short_answer,区分“充分条件”和“必要条件”。,,若 A 能推出 B，则 A 是 B 的充分条件；若 B 必须依赖 A 才成立，则 A 是 B 的必要条件。,可记成 A→B。
proof_and_logic_bank,proof_and_logic_bank_q016,short_answer,写出命题“所有实数 x 都满足 x^2≥0”的否定。,,存在一个实数 x，使 x^2<0。,全称命题的否定是存在反例。
proof_and_logic_bank,proof_and_logic_bank_q017,proof,证明“若 n 为偶数，则 n^2 为偶数”通常属于什么类型的证明？,,这是直接证明。因为 n=2k 时，n^2=4k^2=2(2k^2)，仍为偶数。,直接把条件代入即可。
proof_and_logic_bank,proof_and_logic_bank_q018,proof,证明命题“若 n^2 为奇数，则 n 为奇数”。,,用逆否命题更方便：若 n 为偶数，则 n^2 为偶数。由此可知原命题成立。,这类题常用逆否命题证明。
proof_and_logic_bank,proof_and_logic_bank_q019,formula_derivation,推导：命题 P→Q 为什么等价于 ¬Q→¬P？,,因为二者在真值表中取值完全相同：只有 P 真且 Q 假时为假，其余均为真，因此它们逻辑等价。,逆否命题等价是逻辑基础。
proof_and_logic_bank,proof_and_logic_bank_q020,formula_derivation,推导：德摩根律 ¬(P∧Q)=¬P∨¬Q。,,当且仅当 P∧Q 不成立时，至少有一个命题不成立，因此其否定等价于 ¬P∨¬Q。,这是命题逻辑最常用的等价变形。
proof_and_logic_bank,proof_and_logic_bank_q021,formula_derivation,推导：为什么 “A 当且仅当 B” 可写成 (A→B)∧(B→A)？,,“当且仅当”表示两个方向都成立，即 A 能推出 B，且 B 也能推出 A，所以等价于双向蕴含的合取。,这是“充要条件”的标准表示。
proof_and_logic_bank,proof_and_logic_bank_q022,formula_derivation,"写出命题 “∀x∃y P(x,y)” 的否定。",,"∃x∀y ¬P(x,y)。",量词否定时需交换全称与存在，并对内部命题取反。
proof_and_logic_bank,proof_and_logic_bank_q023,proof,证明：若 A⊆B 且 B⊆C，则 A⊆C。,,任取 x∈A，则由 A⊆B 得 x∈B，再由 B⊆C 得 x∈C，所以任意 x∈A 都属于 C，故 A⊆C。,这是集合包含关系的传递性。
proof_and_logic_bank,proof_and_logic_bank_q024,formula_derivation,推导：为什么 ¬(P→Q) 等价于 P∧¬Q？,,由 P→Q 等价于 ¬P∨Q，取否定后得到 ¬(¬P∨Q)，再用德摩根律化简为 P∧¬Q，所以二者等价。,这是命题逻辑中最常见的等价变形之一。
probability_and_statistics_bank,probability_and_statistics_bank_q001,single_choice,一个袋子里有 3 个红球和 2 个蓝球，随机取 1 个球，取到红球的概率是：,"[{""key"": ""A"", ""text"": ""1/5""}, {""key"": ""B"", ""text"": ""2/5""}, {""key"": ""C"", ""text"": ""3/5""}, {""key"": ""D"", ""text"": ""4/5""}]",C,共有 5 个球，红球 3 个，所以概率为 3/5。
probability_and_statistics_bank,probability_and_statistics_bank_q002,single_choice,掷一枚公平硬币 2 次，恰好出现 1 次正面的概率是：,"[{""key"": ""A"", ""text"": ""1/4""}, {""key"": ""B"", ""text"": ""1/2""}, {""key"": ""C"", ""text"": ""3/4""}, {""key"": ""D"", ""text"": ""1""}]",B,两次结果共 4 种，恰好 1 次正面有 2 种。
probability_and_statistics_bank,probability_and_statistics_bank_q003,single_choice,若随机变量 X 服从 Bernoulli(p)，则 E(X) 等于：,"[{""key"": ""A"", ""text"": ""p""}, {""key"": ""B"", ""text"": ""1-p""}, {""key"": ""C"", ""text"": ""p(1-p)""}, {""key"": ""D"", ""text"": ""p^2""}]",A,伯努利变量取 1 的概率是 p，故期望为 p。
probability_and_statistics_bank,probability_and_statistics_bank_q004,single_choice,"若样本数据为 2,4,6,8，则样本平均数是：","[{""key"": ""A"", ""text"": ""4""}, {""key"": ""B"", ""text"": ""5""}, {""key"": ""C"", ""text"": ""6""}, {""key"": ""D"", ""text"": ""7""}]",B,总和 20，除以 4 得 5。
probability_and_statistics_bank,probability_and_statistics_bank_q005,multiple_choice,下列关于概率的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""P(A) 总在 0 和 1 之间""}, {""key"": ""B"", ""text"": ""互斥事件不能同时发生""}, {""key"": ""C"", ""text"": ""对任意事件 A，有 P(A)+P(¬A)=1""}, {""key"": ""D"", ""text"": ""P(A∪B)=P(A)+P(B) 总成立""}]","A,B,C",D 只有在互斥时才成立。
probability_and_statistics_bank,probability_and_statistics_bank_q006,multiple_choice,下列关于独立性的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""若 A 与 B 独立，则 P(A∩B)=P(A)P(B)""}, {""key"": ""B"", ""text"": ""独立事件一定互斥""}, {""key"": ""C"", ""text"": ""若 P(A)>0，则独立意味着 P(A|B)=P(A)""}, {""key"": ""D"", ""text"": ""独立和互斥是不同概念""}]","A,C,D",B 错，独立并不意味着互斥。
probability_and_statistics_bank,probability_and_statistics_bank_q007,multiple_choice,下列关于随机变量期望和方差的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""期望具有线性性""}, {""key"": ""B"", ""text"": ""Var(X)≥0""}, {""key"": ""C"", ""text"": ""Var(X)=E(X^2)-[E(X)]^2""}, {""key"": ""D"", ""text"": ""常数的方差为 0""}]","A,B,C,D",四项都正确。
probability_and_statistics_bank,probability_and_statistics_bank_q008,multiple_choice,下列关于统计量的说法，哪些正确？,"[{""key"": ""A"", ""text"": ""中位数对极端值不敏感""}, {""key"": ""B"", ""text"": ""平均数一定等于中位数""}, {""key"": ""C"", ""text"": ""众数是出现次数最多的数据""}, {""key"": ""D"", ""text"": ""样本方差反映离散程度""}]","A,C,D",B 不一定成立。
probability_and_statistics_bank,probability_and_statistics_bank_q009,true_false,若两个事件互斥，则它们一定独立。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,互斥通常不独立，除非有特殊概率为 0 的情形。
probability_and_statistics_bank,probability_and_statistics_bank_q010,true_false,随机变量的期望具有线性性。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,E(X+Y)=E(X)+E(Y) 不要求独立。
probability_and_statistics_bank,probability_and_statistics_bank_q011,true_false,方差一定非负。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,方差是平方偏差的平均。
probability_and_statistics_bank,probability_and_statistics_bank_q012,true_false,若 A 与 B 独立，则 P(A|B)=P(A)（当 P(B)>0 时）。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,这是独立性的等价表述之一。
probability_and_statistics_bank,probability_and_statistics_bank_q013,short_answer,什么是条件概率 P(A|B)？,,在事件 B 已发生的条件下，事件 A 发生的概率，定义为 P(A|B)=P(A∩B)/P(B)（P(B)>0）。,条件概率是概率论基础概念。
probability_and_statistics_bank,probability_and_statistics_bank_q014,short_answer,什么是随机变量的“期望”？,,期望是随机变量取值的加权平均，反映长期平均水平；离散型按取值乘概率求和，连续型按密度积分。,可理解为“平均结果”。
probability_and_statistics_bank,probability_and_statistics_bank_q015,short_answer,什么是“方差”？,,方差衡量随机变量围绕均值的离散程度，定义为 E[(X-E X)^2]。,方差越大，数据越分散。
probability_and_statistics_bank,probability_and_statistics_bank_q016,short_answer,简述样本均值、样本中位数和样本众数的区别。,,样本均值是所有数据的平均；样本中位数是排序后居中的值；样本众数是出现次数最多的值。,三者反映数据中心趋势的不同侧面。
probability_and_statistics_bank,probability_and_statistics_bank_q017,calculation,计算掷一枚公平骰子一次得到 6 点的概率。,,1/6,公平骰子 6 个等可能结果，只有一个结果是 6。
probability_and_statistics_bank,probability_and_statistics_bank_q018,calculation,已知 X 取 0 和 1 的概率都为 1/2，求 E(X)。,,1/2,E(X)=0×1/2+1×1/2=1/2。
probability_and_statistics_bank,probability_and_statistics_bank_q019,calculation,若 A 与 B 独立，且 P(A)=1/2，P(B)=1/3，求 P(A∩B)。,,1/6,独立时 P(A∩B)=P(A)P(B)=1/2×1/3=1/6。
probability_and_statistics_bank,probability_and_statistics_bank_q020,calculation,"若样本数据为 1,3,5,7，求样本平均数。",,4,平均数 = (1+3+5+7)/4 = 4。
probability_and_statistics_bank,probability_and_statistics_bank_q021,proof,证明：E(X+Y)=E(X)+E(Y)。,,无论 X、Y 是否独立，期望都满足线性性。离散情形可直接按定义拆开求和；连续情形也可由积分拆分得到，因此 E(X+Y)=E(X)+E(Y)。,线性性是期望最重要的性质。
probability_and_statistics_bank,probability_and_statistics_bank_q022,proof,证明：Var(X)=E(X^2)-[E(X)]^2。,,由 Var(X)=E[(X-EX)^2]=E[X^2-2XEX+(EX)^2]=E(X^2)-2(EX)E(X)+(EX)^2=E(X^2)-[E(X)]^2。,把平方展开后直接计算即可。
probability_and_statistics_bank,probability_and_statistics_bank_q023,formula_derivation,推导：条件概率公式 P(A|B)=P(A∩B)/P(B)。,,在 B 发生的条件下，样本空间缩小为 B；A 在该条件空间中的比例就是 A∩B 占 B 的比例，因此 P(A|B)=P(A∩B)/P(B)。,条件概率就是“条件空间中的比例”。
probability_and_statistics_bank,probability_and_statistics_bank_q024,formula_derivation,推导：为什么独立性等价于 P(A|B)=P(A)（P(B)>0）？,,由条件概率公式 P(A|B)=P(A∩B)/P(B)。若 A、B 独立，则 P(A∩B)=P(A)P(B)，代入得 P(A|B)=P(A)；反过来若 P(A|B)=P(A)，两边乘 P(B) 即得独立性公式。,这是独立性最常用的等价形式。
operations_research_bank,operations_research_bank_q001,single_choice,线性规划问题中，目标是：,"[{""key"": ""A"", ""text"": ""只求一个可行解""}, {""key"": ""B"", ""text"": ""在约束条件下使目标函数最优""}, {""key"": ""C"", ""text"": ""求矩阵特征值""}, {""key"": ""D"", ""text"": ""计算导数""}]",B,运筹优化的核心是约束下优化目标函数。
operations_research_bank,operations_research_bank_q002,single_choice,在单纯形法的几何意义中，最优解通常位于：,"[{""key"": ""A"", ""text"": ""任意内点""}, {""key"": ""B"", ""text"": ""边界外""}, {""key"": ""C"", ""text"": ""可行域的顶点""}, {""key"": ""D"", ""text"": ""坐标原点""}]",C,线性规划最优解通常可在顶点处取得。
operations_research_bank,operations_research_bank_q003,single_choice,若约束 x+y≤10，x≥0，y≥0，则可行域位于：,"[{""key"": ""A"", ""text"": ""第一象限""}, {""key"": ""B"", ""text"": ""第二象限""}, {""key"": ""C"", ""text"": ""第三象限""}, {""key"": ""D"", ""text"": ""第四象限""}]",A,非负约束意味着第一象限及其边界。
operations_research_bank,operations_research_bank_q004,single_choice,在运输问题中，常见目标是：,"[{""key"": ""A"", ""text"": ""最大化行列式""}, {""key"": ""B"", ""text"": ""最小化总运输成本""}, {""key"": ""C"", ""text"": ""求随机变量分布""}, {""key"": ""D"", ""text"": ""求函数导数""}]",B,运输问题通常以成本最小为目标。
operations_research_bank,operations_research_bank_q005,multiple_choice,关于线性规划，哪些说法正确？,"[{""key"": ""A"", ""text"": ""目标函数和约束都可以线性表示""}, {""key"": ""B"", ""text"": ""可行域通常是凸集""}, {""key"": ""C"", ""text"": ""若有最优解，线性规划的最优值可能出现在边界""}, {""key"": ""D"", ""text"": ""非线性约束也属于线性规划""}]","A,B,C",D 错，线性规划要求约束线性。
operations_research_bank,operations_research_bank_q006,multiple_choice,关于单纯形法，哪些说法正确？,"[{""key"": ""A"", ""text"": ""它沿着可行域顶点移动""}, {""key"": ""B"", ""text"": ""每一步都必须让目标值变差""}, {""key"": ""C"", ""text"": ""可用来求解标准型线性规划""}, {""key"": ""D"", ""text"": ""若出现无界，则问题可能没有最优解""}]","A,C,D",B 不对，单纯形法沿改进方向使目标更优。
operations_research_bank,operations_research_bank_q007,multiple_choice,关于对偶问题，哪些说法正确？,"[{""key"": ""A"", ""text"": ""原问题和对偶问题的最优值在适当条件下相等""}, {""key"": ""B"", ""text"": ""对偶变量常对应资源价格""}, {""key"": ""C"", ""text"": ""对偶问题一定比原问题更简单""}, {""key"": ""D"", ""text"": ""对偶思想可帮助判断灵敏度""}]","A,B,D",C 不一定。
operations_research_bank,operations_research_bank_q008,multiple_choice,关于动态规划，哪些说法正确？,"[{""key"": ""A"", ""text"": ""满足最优子结构""}, {""key"": ""B"", ""text"": ""可通过状态转移求解""}, {""key"": ""C"", ""text"": ""贝尔曼方程是常见表达""}, {""key"": ""D"", ""text"": ""不需要分阶段描述""}]","A,B,C",动态规划通常需要阶段、状态和决策。
operations_research_bank,operations_research_bank_q009,true_false,线性规划的可行域一定是凸集。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,线性不等式交集形成的可行域是凸集。
operations_research_bank,operations_research_bank_q010,true_false,线性规划的最优解一定唯一。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,可能有多个最优解。
operations_research_bank,operations_research_bank_q011,true_false,加入松弛变量可以把“≤”约束化为等式。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,这是标准化的基本步骤。
operations_research_bank,operations_research_bank_q012,true_false,若线性规划无可行解，则不可能有最优解。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,没有可行解就谈不上最优。
operations_research_bank,operations_research_bank_q013,short_answer,什么是“可行解”？,,满足所有约束条件的解称为可行解。,先满足约束，再谈优化。
operations_research_bank,operations_research_bank_q014,short_answer,什么是“目标函数”？,,目标函数是需要被最大化或最小化的量，如成本、收益或时间。,它体现优化目标。
operations_research_bank,operations_research_bank_q015,short_answer,为什么线性规划常先转化为标准型？,,标准型便于统一表示约束、引入松弛变量，并能直接使用单纯形法等算法。,形式统一后便于计算。
operations_research_bank,operations_research_bank_q016,short_answer,什么叫“灵敏度分析”？,,研究最优解对参数变化的敏感程度，例如资源、成本或约束右端变化对结果的影响。,实际决策中很常用。
operations_research_bank,operations_research_bank_q017,calculation,"求满足 x+y≤4, x≥0, y≥0 的一个可行点。",,"(0,0)","(0,0) 显然满足所有约束。"
operations_research_bank,operations_research_bank_q018,calculation,"若目标函数 z=x+y，在可行点 (0,4)、(2,2)、(4,0) 上的值分别是多少？",,"4, 4, 4",代入即可。
operations_research_bank,operations_research_bank_q019,calculation,若某运输方案总成本由 3 个单位成本为 5、2 个单位成本为 8 构成，求总成本。,,31,5×3+8×2=15+16=31。
operations_research_bank,operations_research_bank_q020,calculation,"在约束 x+y≤6, x≥0, y≥0 下，点 (2,3) 是否可行？",,可行,2+3=5≤6，且坐标非负。
operations_research_bank,operations_research_bank_q021,proof,证明：线性规划的可行域是凸集。,,线性规划可行域由若干线性不等式的交集构成。每个半空间都是凸集，而凸集的交集仍是凸集，所以可行域是凸集。,凸性是线性规划几何性质的基础。
operations_research_bank,operations_research_bank_q022,proof,证明：若引入松弛变量 s≥0，把 x+y≤4 改写为 x+y+s=4，则两种表示等价。,,若原约束成立，令 s=4-x-y≥0 即得到等式；反过来若等式成立且 s≥0，则必有 x+y≤4。因此二者等价。,这是标准化步骤中的关键等价变形。
operations_research_bank,operations_research_bank_q023,formula_derivation,推导：为什么线性规划的最优解常可在顶点取得？,,在线性目标函数下，沿任一边移动目标值是线性变化的；若最优解在边上，则该边端点至少有一个同样最优。因此只需检查顶点。,这就是顶点原理的直观来源。
operations_research_bank,operations_research_bank_q024,formula_derivation,推导：二元线性规划中“可行域边界由约束直线组成”的原因。,,每个线性不等式对应一个半平面，半平面的边界是一条直线；可行域是这些半平面的交集，因此其边界由若干约束直线的线段或射线构成。,几何上就是半平面交。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q001,single_choice,二分法求根的前提之一是：,"[{""key"": ""A"", ""text"": ""区间两端函数值异号""}, {""key"": ""B"", ""text"": ""函数必须二次可导""}, {""key"": ""C"", ""text"": ""区间必须无限长""}, {""key"": ""D"", ""text"": ""函数值必须恒为正""}]",A,二分法要求在区间两端出现符号变化。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q002,single_choice,牛顿法的迭代公式本质上来自：,"[{""key"": ""A"", ""text"": ""切线方程""}, {""key"": ""B"", ""text"": ""积分中值定理""}, {""key"": ""C"", ""text"": ""泰勒级数求和""}, {""key"": ""D"", ""text"": ""矩阵乘法""}]",A,牛顿法用切线与 x 轴交点作为新迭代点。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q003,single_choice,若用线性插值在两个已知点之间估计函数值，这属于：,"[{""key"": ""A"", ""text"": ""数值积分""}, {""key"": ""B"", ""text"": ""插值方法""}, {""key"": ""C"", ""text"": ""最优化""}, {""key"": ""D"", ""text"": ""概率统计""}]",B,插值是用已知点构造近似函数。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q004,single_choice,复合梯形公式属于哪类方法？,"[{""key"": ""A"", ""text"": ""求根方法""}, {""key"": ""B"", ""text"": ""数值积分方法""}, {""key"": ""C"", ""text"": ""特征值方法""}, {""key"": ""D"", ""text"": ""排序方法""}]",B,梯形公式用于近似定积分。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q005,multiple_choice,关于数值方法，哪些说法正确？,"[{""key"": ""A"", ""text"": ""二分法收敛较稳健""}, {""key"": ""B"", ""text"": ""牛顿法通常局部收敛快""}, {""key"": ""C"", ""text"": ""迭代法需要考虑收敛性""}, {""key"": ""D"", ""text"": ""误差分析只看结果，不看过程""}]","A,B,C",D 错，误差分析本身就是过程的一部分。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q006,multiple_choice,关于插值与拟合，哪些说法正确？,"[{""key"": ""A"", ""text"": ""插值要求曲线经过所有给定点""}, {""key"": ""B"", ""text"": ""拟合不一定经过所有点""}, {""key"": ""C"", ""text"": ""高次插值一定比低次更稳定""}, {""key"": ""D"", ""text"": ""拉格朗日插值是一种常见插值方法""}]","A,B,D",C 不一定，过高次可能引起振荡。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q007,multiple_choice,关于误差与收敛性，哪些说法正确？,"[{""key"": ""A"", ""text"": ""截断误差来自近似公式""}, {""key"": ""B"", ""text"": ""舍入误差来自有限精度表示""}, {""key"": ""C"", ""text"": ""算法收敛不等于误差为零""}, {""key"": ""D"", ""text"": ""步长越小，误差一定越小""}]","A,B,C",D 不一定，步长太小可能放大舍入误差。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q008,multiple_choice,关于常见数值方法，哪些说法正确？,"[{""key"": ""A"", ""text"": ""Euler 法可用于常微分方程初值问题""}, {""key"": ""B"", ""text"": ""Newton 法对初值敏感""}, {""key"": ""C"", ""text"": ""部分主元高斯消元可提高数值稳定性""}, {""key"": ""D"", ""text"": ""插值多项式总是唯一的""}]","A,B,C,D",四项都正确。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q009,true_false,二分法要求区间两端函数值异号。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,这是保证区间内存在根的基本条件。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q010,true_false,牛顿法对任意初值都一定收敛。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,牛顿法依赖初值，可能发散或收敛到别的根。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q011,true_false,步长越小，数值积分误差一定越小。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",B,步长过小会受到舍入误差影响。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q012,true_false,插值多项式在给定节点上应与原函数取值一致。,"[{""key"": ""A"", ""text"": ""正确""}, {""key"": ""B"", ""text"": ""错误""}]",A,这正是插值的定义。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q013,short_answer,什么是“截断误差”？,,由把精确算法或无穷过程截成有限步所引起的误差。,和有限步近似密切相关。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q014,short_answer,什么是“舍入误差”？,,由于计算机只能用有限位数表示数而产生的误差。,与浮点表示有关。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q015,short_answer,什么是“收敛性”？,,指迭代或近似序列随着步骤增加逐渐逼近真实解或极限。,数值方法首先要考虑能否收敛。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q016,short_answer,为什么高斯消元常要做主元选取？,,为了避免除以过小数并减小舍入误差，提高数值稳定性。,主元策略能显著改善计算质量。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q017,calculation,"计算二分法对区间 [1,2] 的第一次中点。",,1.5,中点是 (1+2)/2=1.5。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q018,calculation,若 f(x)=x^2-2，求牛顿法从 x0=1 开始的一步迭代 x1。,,1.5,x1=x0-f(x0)/f'(x0)=1-(1-2)/2=1.5。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q019,calculation,用梯形公式近似 ∫_0^1 x dx，取单个梯形，结果是多少？,,1/2,梯形公式结果为 (1/2)[f(0)+f(1)](1-0)=(1/2)(0+1)=1/2。
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q020,calculation,"Euler 法从 y'=y, y(0)=1 出发，取步长 h=0.1，求一步近似 y(0.1)。",,1.1,"y1=y0+h f(x0,y0)=1+0.1×1=1.1。"
numerical_and_computational_methods_bank,numerical_and_computational_methods_bank_q021,proof,证明：二分法的区间长度每迭代一次减半。,,每一步都把当前区间二等分，并选取含根的一半作为新区间，所以新区间长度等于旧区间长度的一半，递推得到第 n 步长度为初始长度除以 2^n。,这是二分法误差估计的基础。
