series_code,module_code,module_name,stage_no,lesson_count,total_hours,module_keywords
middle_high_school_physics_practice,middle_high_school_physics_practice_m1,高频模型与综合题突破,1,8,16,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
middle_high_school_physics_practice,middle_high_school_physics_practice_m2,实验探究与步骤表达,2,8,16,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
middle_high_school_physics_practice,middle_high_school_physics_practice_m3,模考训练与复盘,3,8,16,"[""中学物理提升"", ""成长规划"", ""能力提升""]"
modeling_and_simulation_advanced,modeling_and_simulation_advanced_m1,动态系统与仿真方法,1,8,16,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modeling_and_simulation_advanced,modeling_and_simulation_advanced_m2,复杂场景建模项目,2,10,20,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modeling_and_simulation_advanced,modeling_and_simulation_advanced_m3,综合案例复盘与答辩,3,10,20,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modeling_and_simulation_foundation,modeling_and_simulation_foundation_m1,常见建模问题识别,1,6,12,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modeling_and_simulation_foundation,modeling_and_simulation_foundation_m2,建模流程与论文结构,2,8,16,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modeling_and_simulation_foundation,modeling_and_simulation_foundation_m3,入门案例演练,3,8,16,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modeling_and_simulation_practice,modeling_and_simulation_practice_m1,竞赛题型拆解与方法选择,1,8,16,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modeling_and_simulation_practice,modeling_and_simulation_practice_m2,数据处理与结果解释,2,8,16,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modeling_and_simulation_practice,modeling_and_simulation_practice_m3,建模论文写作训练,3,10,20,"[""建模与仿真"", ""建模分析"", ""应用实践""]"
modern_algebra_advanced,modern_algebra_advanced_m1,交换代数与表示论导论,1,8,16,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_algebra_advanced,modern_algebra_advanced_m2,专题证明与结构理解,2,10,20,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_algebra_advanced,modern_algebra_advanced_m3,理论复盘与提升,3,10,20,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_algebra_foundation,modern_algebra_foundation_m1,群论基础与同态,1,6,12,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_algebra_foundation,modern_algebra_foundation_m2,环与域基本结构,2,8,16,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_algebra_foundation,modern_algebra_foundation_m3,基础证明训练,3,8,16,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_algebra_practice,modern_algebra_practice_m1,模、理想与商结构,1,8,16,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_algebra_practice,modern_algebra_practice_m2,Galois理论初步,2,8,16,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_algebra_practice,modern_algebra_practice_m3,典型习题与方法归纳,3,10,20,"[""现代代数理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_advanced,modern_analysis_advanced_m1,Banach与Hilbert空间,1,8,16,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_advanced,modern_analysis_advanced_m2,算子与泛函分析基础,2,10,20,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_advanced,modern_analysis_advanced_m3,理论专题复盘,3,10,20,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_foundation,modern_analysis_foundation_m1,测度与Lebesgue积分入门,1,6,12,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_foundation,modern_analysis_foundation_m2,收敛与可测函数基础,2,8,16,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_foundation,modern_analysis_foundation_m3,理论例题训练,3,8,16,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_practice,modern_analysis_practice_m1,Lp空间与收敛定理,1,8,16,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_practice,modern_analysis_practice_m2,实分析证明训练,2,8,16,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
modern_analysis_practice,modern_analysis_practice_m3,专题习题讲评,3,10,20,"[""现代分析理论"", ""理论进阶"", ""证明训练""]"
network_and_communication_systems_advanced,network_and_communication_systems_advanced_m1,高可用网络架构,1,8,16,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
network_and_communication_systems_advanced,network_and_communication_systems_advanced_m2,安全加固与性能优化,2,10,20,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
network_and_communication_systems_advanced,network_and_communication_systems_advanced_m3,网络工程项目复盘,3,12,24,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
network_and_communication_systems_foundation,network_and_communication_systems_foundation_m1,网络分层模型与协议基础,1,8,16,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
network_and_communication_systems_foundation,network_and_communication_systems_foundation_m2,交换路由与抓包分析,2,10,20,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
network_and_communication_systems_foundation,network_and_communication_systems_foundation_m3,常见网络故障定位,3,10,20,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
network_and_communication_systems_practice,network_and_communication_systems_practice_m1,TCP/IP与应用层协议实战,1,8,16,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
network_and_communication_systems_practice,network_and_communication_systems_practice_m2,Socket通信与调试,2,10,20,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
network_and_communication_systems_practice,network_and_communication_systems_practice_m3,网络场景案例演练,3,12,24,"[""网络与通信系统"", ""系统设计"", ""性能优化""]"
new_employee_training_advanced,new_employee_training_advanced_m1,跨部门协作与角色升级,1,8,16,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
new_employee_training_advanced,new_employee_training_advanced_m2,高潜新人成长计划,2,8,16,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
new_employee_training_advanced,new_employee_training_advanced_m3,转正答辩与复盘辅导,3,10,20,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
new_employee_training_foundation,new_employee_training_foundation_m1,企业文化与组织认知,1,6,12,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
new_employee_training_foundation,new_employee_training_foundation_m2,岗位职责与协作流程,2,8,16,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
new_employee_training_foundation,new_employee_training_foundation_m3,职场基础规范与沟通,3,8,16,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
new_employee_training_practice,new_employee_training_practice_m1,常见工作任务拆解,1,8,16,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
new_employee_training_practice,new_employee_training_practice_m2,日报周报与汇报训练,2,8,16,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
new_employee_training_practice,new_employee_training_practice_m3,试用期目标管理与反馈,3,8,16,"[""新员工培训"", ""岗位融入"", ""上岗训练""]"
numerical_and_computational_methods_advanced,numerical_and_computational_methods_advanced_m1,偏微分方程数值方法,1,8,16,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
numerical_and_computational_methods_advanced,numerical_and_computational_methods_advanced_m2,稳定性与收敛性分析,2,10,20,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
numerical_and_computational_methods_advanced,numerical_and_computational_methods_advanced_m3,科学计算项目复盘,3,10,20,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
numerical_and_computational_methods_foundation,numerical_and_computational_methods_foundation_m1,误差分析与插值基础,1,6,12,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
numerical_and_computational_methods_foundation,numerical_and_computational_methods_foundation_m2,线性方程组数值解法,2,8,16,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
numerical_and_computational_methods_foundation,numerical_and_computational_methods_foundation_m3,手算与程序验证,3,8,16,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
numerical_and_computational_methods_practice,numerical_and_computational_methods_practice_m1,非线性方程与积分数值法,1,8,16,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
numerical_and_computational_methods_practice,numerical_and_computational_methods_practice_m2,矩阵分解与迭代法,2,8,16,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
numerical_and_computational_methods_practice,numerical_and_computational_methods_practice_m3,数值实验编程实践,3,10,20,"[""数值与计算方法"", ""建模分析"", ""应用实践""]"
operating_and_runtime_systems_advanced,operating_and_runtime_systems_advanced_m1,运行时机制与垃圾回收,1,8,16,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operating_and_runtime_systems_advanced,operating_and_runtime_systems_advanced_m2,内核性能分析与调优,2,10,20,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operating_and_runtime_systems_advanced,operating_and_runtime_systems_advanced_m3,专题项目与面试提升,3,12,24,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operating_and_runtime_systems_foundation,operating_and_runtime_systems_foundation_m1,进程线程与调度原理,1,8,16,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operating_and_runtime_systems_foundation,operating_and_runtime_systems_foundation_m2,内存管理与文件系统,2,10,20,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operating_and_runtime_systems_foundation,operating_and_runtime_systems_foundation_m3,操作系统实验入门,3,10,20,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operating_and_runtime_systems_practice,operating_and_runtime_systems_practice_m1,并发同步与死锁分析,1,8,16,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operating_and_runtime_systems_practice,operating_and_runtime_systems_practice_m2,中断、IO与系统调用,2,10,20,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operating_and_runtime_systems_practice,operating_and_runtime_systems_practice_m3,核心实验与代码阅读,3,12,24,"[""操作系统与运行时"", ""系统设计"", ""性能优化""]"
operations_research_advanced,operations_research_advanced_m1,多目标决策与启发式算法,1,8,16,"[""运筹优化"", ""建模分析"", ""应用实践""]"
operations_research_advanced,operations_research_advanced_m2,复杂优化问题拆解,2,10,20,"[""运筹优化"", ""建模分析"", ""应用实践""]"
operations_research_advanced,operations_research_advanced_m3,综合项目复盘,3,10,20,"[""运筹优化"", ""建模分析"", ""应用实践""]"
operations_research_foundation,operations_research_foundation_m1,线性规划与单纯形法,1,6,12,"[""运筹优化"", ""建模分析"", ""应用实践""]"
operations_research_foundation,operations_research_foundation_m2,运输与指派问题,2,8,16,"[""运筹优化"", ""建模分析"", ""应用实践""]"
operations_research_foundation,operations_research_foundation_m3,基础建模训练,3,8,16,"[""运筹优化"", ""建模分析"", ""应用实践""]"
operations_research_practice,operations_research_practice_m1,整数规划与动态规划,1,8,16,"[""运筹优化"", ""建模分析"", ""应用实践""]"
operations_research_practice,operations_research_practice_m2,排队论与库存模型,2,8,16,"[""运筹优化"", ""建模分析"", ""应用实践""]"
operations_research_practice,operations_research_practice_m3,企业案例建模实践,3,10,20,"[""运筹优化"", ""建模分析"", ""应用实践""]"
organizational_change_advanced,organizational_change_advanced_m1,组织升级案例拆解,1,8,16,"[""组织变革"", ""管理场景"", ""组织协同""]"
organizational_change_advanced,organizational_change_advanced_m2,文化共识与管理动作设计,2,8,16,"[""组织变革"", ""管理场景"", ""组织协同""]"
organizational_change_advanced,organizational_change_advanced_m3,变革复盘与长期机制建设,3,10,20,"[""组织变革"", ""管理场景"", ""组织协同""]"
organizational_change_foundation,organizational_change_foundation_m1,组织变革常见场景认知,1,6,12,"[""组织变革"", ""管理场景"", ""组织协同""]"
organizational_change_foundation,organizational_change_foundation_m2,变革阻力识别与沟通,2,8,16,"[""组织变革"", ""管理场景"", ""组织协同""]"
organizational_change_foundation,organizational_change_foundation_m3,试点方案设计基础,3,8,16,"[""组织变革"", ""管理场景"", ""组织协同""]"
organizational_change_practice,organizational_change_practice_m1,流程重塑与岗位协同,1,8,16,"[""组织变革"", ""管理场景"", ""组织协同""]"
organizational_change_practice,organizational_change_practice_m2,变革项目推进与节奏控制,2,8,16,"[""组织变革"", ""管理场景"", ""组织协同""]"
organizational_change_practice,organizational_change_practice_m3,关键利益相关方管理,3,10,20,"[""组织变革"", ""管理场景"", ""组织协同""]"
police_auxiliary_exam_advanced,police_auxiliary_exam_advanced_m1,笔面一体冲刺串讲,1,8,16,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
police_auxiliary_exam_advanced,police_auxiliary_exam_advanced_m2,高频考点复盘,2,10,20,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
police_auxiliary_exam_advanced,police_auxiliary_exam_advanced_m3,模考演练与查漏补缺,3,8,16,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
police_auxiliary_exam_foundation,police_auxiliary_exam_foundation_m1,公共基础与法律常识,1,8,16,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
police_auxiliary_exam_foundation,police_auxiliary_exam_foundation_m2,行政职业能力基础训练,2,10,20,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
police_auxiliary_exam_foundation,police_auxiliary_exam_foundation_m3,阶段模拟与节奏规划,3,8,16,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
police_auxiliary_exam_practice,police_auxiliary_exam_practice_m1,体能测评标准与训练,1,8,16,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
police_auxiliary_exam_practice,police_auxiliary_exam_practice_m2,面试问答与仪态规范,2,10,20,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
police_auxiliary_exam_practice,police_auxiliary_exam_practice_m3,综合素质题目实战,3,8,16,"[""警务辅警招录"", ""题型技巧"", ""模考复盘""]"
postgraduate_english_advanced,postgraduate_english_advanced_m1,冲刺押题与作文热点,1,8,16,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_english_advanced,postgraduate_english_advanced_m2,套卷模考与时间管理,2,10,20,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_english_advanced,postgraduate_english_advanced_m3,考前答疑与临场策略,3,8,16,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_english_foundation,postgraduate_english_foundation_m1,核心词汇与语法长难句,1,8,16,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_english_foundation,postgraduate_english_foundation_m2,阅读理解方法入门,2,10,20,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_english_foundation,postgraduate_english_foundation_m3,翻译与写作基础训练,3,8,16,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_english_practice,postgraduate_english_practice_m1,阅读题型精讲与定位技巧,1,8,16,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_english_practice,postgraduate_english_practice_m2,大小作文模板与批改,2,10,20,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_english_practice,postgraduate_english_practice_m3,历年真题精练与复盘,3,8,16,"[""考研英语"", ""真题训练"", ""提分规划""]"
postgraduate_math_advanced,postgraduate_math_advanced_m1,全真模考与时间分配,1,8,16,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_math_advanced,postgraduate_math_advanced_m2,易错点复盘与押题训练,2,10,20,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_math_advanced,postgraduate_math_advanced_m3,考前串讲与状态调整,3,8,16,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_math_foundation,postgraduate_math_foundation_m1,高等数学基础重建,1,8,16,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_math_foundation,postgraduate_math_foundation_m2,线性代数核心专题,2,10,20,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_math_foundation,postgraduate_math_foundation_m3,概率统计与基础题型,3,8,16,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_math_practice,postgraduate_math_practice_m1,高频题型拆解与方法归纳,1,8,16,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_math_practice,postgraduate_math_practice_m2,真题分层刷题与纠错,2,10,20,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_math_practice,postgraduate_math_practice_m3,重难点专题突破,3,8,16,"[""考研数学"", ""真题训练"", ""提分规划""]"
postgraduate_politics_advanced,postgraduate_politics_advanced_m1,主观题背诵模板,1,8,16,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_politics_advanced,postgraduate_politics_advanced_m2,热点押题与答题组织,2,10,20,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_politics_advanced,postgraduate_politics_advanced_m3,冲刺模考与复盘串讲,3,8,16,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_politics_foundation,postgraduate_politics_foundation_m1,马原与史纲知识框架,1,8,16,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_politics_foundation,postgraduate_politics_foundation_m2,毛中特与思修法基梳理,2,10,20,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_politics_foundation,postgraduate_politics_foundation_m3,时政热点与基础训练,3,8,16,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_politics_practice,postgraduate_politics_practice_m1,选择题高频考点串讲,1,8,16,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_politics_practice,postgraduate_politics_practice_m2,题干陷阱与解题路径,2,10,20,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_politics_practice,postgraduate_politics_practice_m3,真题演练与错题归因,3,8,16,"[""考研政治"", ""真题训练"", ""提分规划""]"
postgraduate_retest_advanced,postgraduate_retest_advanced_m1,调剂策略与信息收集,1,8,16,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_retest_advanced,postgraduate_retest_advanced_m2,一对一冲刺问答,2,10,20,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_retest_advanced,postgraduate_retest_advanced_m3,复试礼仪与最终演练,3,8,16,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_retest_foundation,postgraduate_retest_foundation_m1,复试流程与材料准备,1,8,16,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_retest_foundation,postgraduate_retest_foundation_m2,英语口语与自我介绍,2,10,20,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_retest_foundation,postgraduate_retest_foundation_m3,专业问答基础训练,3,8,16,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_retest_practice,postgraduate_retest_practice_m1,结构化表达与临场应对,1,8,16,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_retest_practice,postgraduate_retest_practice_m2,导师问答与压力面试,2,10,20,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_retest_practice,postgraduate_retest_practice_m3,模拟面试与录像复盘,3,8,16,"[""复试与调剂"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_advanced,postgraduate_specialized_advanced_m1,热点专题补漏,1,8,16,"[""考研专业课"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_advanced,postgraduate_specialized_advanced_m2,模拟卷讲评与提分策略,2,10,20,"[""考研专业课"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_advanced,postgraduate_specialized_advanced_m3,考前冲刺与复盘,3,8,16,"[""考研专业课"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_foundation,postgraduate_specialized_foundation_m1,专业课知识框架搭建,1,8,16,"[""考研专业课"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_foundation,postgraduate_specialized_foundation_m2,核心教材精读与笔记,2,10,20,"[""考研专业课"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_foundation,postgraduate_specialized_foundation_m3,基础题型训练,3,8,16,"[""考研专业课"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_practice,postgraduate_specialized_practice_m1,目标院校真题体系拆解,1,8,16,"[""考研专业课"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_practice,postgraduate_specialized_practice_m2,高频章节重点突破,2,10,20,"[""考研专业课"", ""真题训练"", ""提分规划""]"
postgraduate_specialized_practice,postgraduate_specialized_practice_m3,答题规范与模板训练,3,8,16,"[""考研专业课"", ""真题训练"", ""提分规划""]"
probability_and_statistics_advanced,probability_and_statistics_advanced_m1,随机过程初步,1,8,16,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
probability_and_statistics_advanced,probability_and_statistics_advanced_m2,贝叶斯视角与推断,2,10,20,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
probability_and_statistics_advanced,probability_and_statistics_advanced_m3,综合建模训练,3,10,20,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
probability_and_statistics_foundation,probability_and_statistics_foundation_m1,随机事件与分布基础,1,6,12,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
probability_and_statistics_foundation,probability_and_statistics_foundation_m2,抽样与估计方法,2,8,16,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
probability_and_statistics_foundation,probability_and_statistics_foundation_m3,基础应用题训练,3,8,16,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
probability_and_statistics_practice,probability_and_statistics_practice_m1,回归分析与假设检验,1,8,16,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
probability_and_statistics_practice,probability_and_statistics_practice_m2,数据实验设计,2,8,16,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
probability_and_statistics_practice,probability_and_statistics_practice_m3,统计软件与案例实践,3,10,20,"[""概率与统计方法"", ""建模分析"", ""应用实践""]"
project_management_advanced,project_management_advanced_m1,交付验收与客户沟通,1,8,16,"[""项目管理"", ""管理场景"", ""组织协同""]"
project_management_advanced,project_management_advanced_m2,复盘沉淀与模板建设,2,8,16,"[""项目管理"", ""管理场景"", ""组织协同""]"
project_management_advanced,project_management_advanced_m3,复杂项目案例推演,3,10,20,"[""项目管理"", ""管理场景"", ""组织协同""]"
project_management_foundation,project_management_foundation_m1,项目角色认知与范围梳理,1,6,12,"[""项目管理"", ""管理场景"", ""组织协同""]"
project_management_foundation,project_management_foundation_m2,计划排期与里程碑设计,2,8,16,"[""项目管理"", ""管理场景"", ""组织协同""]"
project_management_foundation,project_management_foundation_m3,风险清单与沟通机制,3,8,16,"[""项目管理"", ""管理场景"", ""组织协同""]"
project_management_practice,project_management_practice_m1,资源协调与跨部门推进,1,8,16,"[""项目管理"", ""管理场景"", ""组织协同""]"
project_management_practice,project_management_practice_m2,变更控制与周会管理,2,8,16,"[""项目管理"", ""管理场景"", ""组织协同""]"
project_management_practice,project_management_practice_m3,进度偏差处理与汇报,3,10,20,"[""项目管理"", ""管理场景"", ""组织协同""]"
proof_and_logic_advanced,proof_and_logic_advanced_m1,证明写作规范与表达,1,8,16,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
proof_and_logic_advanced,proof_and_logic_advanced_m2,综合证明专题,2,10,20,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
proof_and_logic_advanced,proof_and_logic_advanced_m3,阶段测评与复盘,3,10,20,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
proof_and_logic_foundation,proof_and_logic_foundation_m1,命题逻辑与集合关系,1,6,12,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
proof_and_logic_foundation,proof_and_logic_foundation_m2,证明语言与基本方法,2,8,16,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
proof_and_logic_foundation,proof_and_logic_foundation_m3,入门题型训练,3,8,16,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
proof_and_logic_practice,proof_and_logic_practice_m1,反证法、归纳法与构造法,1,8,16,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
proof_and_logic_practice,proof_and_logic_practice_m2,逻辑推理链条训练,2,8,16,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
proof_and_logic_practice,proof_and_logic_practice_m3,典型证明题拆解,3,10,20,"[""数学证明与逻辑"", ""解题训练"", ""能力提升""]"
public_institution_exam_advanced,public_institution_exam_advanced_m1,结构化面试表达训练,1,8,16,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
public_institution_exam_advanced,public_institution_exam_advanced_m2,热点题目模拟答辩,2,10,20,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
public_institution_exam_advanced,public_institution_exam_advanced_m3,考前模考与押题复盘,3,8,16,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
public_institution_exam_foundation,public_institution_exam_foundation_m1,公基与职测基础梳理,1,8,16,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
public_institution_exam_foundation,public_institution_exam_foundation_m2,综应题型认知与方法,2,10,20,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
public_institution_exam_foundation,public_institution_exam_foundation_m3,阶段练习与进度规划,3,8,16,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
public_institution_exam_practice,public_institution_exam_practice_m1,职测高频题型突破,1,8,16,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
public_institution_exam_practice,public_institution_exam_practice_m2,综应材料分析与写作,2,10,20,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
public_institution_exam_practice,public_institution_exam_practice_m3,历年真题精练与讲评,3,8,16,"[""事业单位考试"", ""题型技巧"", ""模考复盘""]"
real_time_rendering_advanced,real_time_rendering_advanced_m1,GPU瓶颈分析与优化,1,8,16,"[""实时渲染"", ""图形交互"", ""项目实战""]"
real_time_rendering_advanced,real_time_rendering_advanced_m2,渲染调度与多平台适配,2,10,20,"[""实时渲染"", ""图形交互"", ""项目实战""]"
real_time_rendering_advanced,real_time_rendering_advanced_m3,综合优化案例复盘,3,12,24,"[""实时渲染"", ""图形交互"", ""项目实战""]"
real_time_rendering_foundation,real_time_rendering_foundation_m1,实时光照与阴影基础,1,8,16,"[""实时渲染"", ""图形交互"", ""项目实战""]"
real_time_rendering_foundation,real_time_rendering_foundation_m2,PBR与后处理认知,2,8,16,"[""实时渲染"", ""图形交互"", ""项目实战""]"
real_time_rendering_foundation,real_time_rendering_foundation_m3,入门效果实践,3,10,20,"[""实时渲染"", ""图形交互"", ""项目实战""]"
real_time_rendering_practice,real_time_rendering_practice_m1,高质量渲染效果实现,1,8,16,"[""实时渲染"", ""图形交互"", ""项目实战""]"
real_time_rendering_practice,real_time_rendering_practice_m2,帧率稳定与性能监控,2,10,20,"[""实时渲染"", ""图形交互"", ""项目实战""]"
real_time_rendering_practice,real_time_rendering_practice_m3,引擎项目效果调试,3,10,20,"[""实时渲染"", ""图形交互"", ""项目实战""]"
sales_training_advanced,sales_training_advanced_m1,大客户关系经营,1,8,16,"[""销售培训"", ""成交转化"", ""客户经营""]"
sales_training_advanced,sales_training_advanced_m2,关键节点博弈与报价策略,2,8,16,"[""销售培训"", ""成交转化"", ""客户经营""]"
sales_training_advanced,sales_training_advanced_m3,复购转介绍与案例复盘,3,10,20,"[""销售培训"", ""成交转化"", ""客户经营""]"
sales_training_foundation,sales_training_foundation_m1,客户画像与销售流程认知,1,6,12,"[""销售培训"", ""成交转化"", ""客户经营""]"
sales_training_foundation,sales_training_foundation_m2,需求挖掘与开场沟通,2,8,16,"[""销售培训"", ""成交转化"", ""客户经营""]"
sales_training_foundation,sales_training_foundation_m3,基础话术与跟进训练,3,8,16,"[""销售培训"", ""成交转化"", ""客户经营""]"
sales_training_practice,sales_training_practice_m1,方案呈现与异议处理,1,8,16,"[""销售培训"", ""成交转化"", ""客户经营""]"
sales_training_practice,sales_training_practice_m2,成交推进与谈判技巧,2,8,16,"[""销售培训"", ""成交转化"", ""客户经营""]"
sales_training_practice,sales_training_practice_m3,销售漏斗与过程管理,3,8,16,"[""销售培训"", ""成交转化"", ""客户经营""]"
